,시설종류,대상시설명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자,위경도
60,유치원,꽃사슴,부산광역시 북구 모분재로 92,,35.1995032215,129.0071120652,부산광역시 북구청,부산북부경찰서,Y,,4-9m,2022-06-07,35.1995032215129.0071120652
61,유치원,대림,부산광역시 북구 금곡대로 268,,35.2314080166,129.0151330739,부산광역시 북구청,부산북부경찰서,Y,,4-9m,2022-06-07,35.2314080166129.0151330739
62,유치원,백조명문,부산광역시 북구 효열로 39,,35.2495389904,129.0144027291,부산광역시 북구청,부산북부경찰서,Y,,4-9m,2022-06-07,35.2495389904129.0144027291
63,유치원,비젼이화,부산광역시 북구 화명신도시로 70,,35.2307818423,129.0115343907,부산광역시 북구청,부산북부경찰서,Y,,4-9m,2022-06-07,35.2307818423129.0115343907
64,유치원,소화,부산광역시 북구 가람로52번길 44,,35.2061541091,129.0016479266,부산광역시 북구청,부산북부경찰서,Y,,4-9m,2022-06-07,35.2061541091129.0016479266
65,유치원,수정캐슬,부산광역시 북구 화명대로94번길 102,,35.2300626688,129.0167343733,부산광역시 북구청,부산북부경찰서,Y,,4-9m,2022-06-07,35.2300626688129.0167343733
67,유치원,원효정사,부산광역시 북구 효열로162번길 180-14,,35.2654451429,129.0234454144,부산광역시 북구청,부산북부경찰서,Y,,4-9m,2022-06-07,35.2654451429129.0234454144
68,유치원,한국몬테소리 금곡,부산광역시 북구 금곡대로616번길 12,,35.26199976,129.0153327216,부산광역시 북구청,부산북부경찰서,Y,,4-9m,2022-06-07,35.26199976129.0153327216
69,유치원,햇빛,부산광역시 북구 효열로 117,,35.2567286376,129.013675939,부산광역시 북구청,부산북부경찰서,Y,,4-9m,2022-06-07,35.2567286376129.013675939
70,유치원,현대여울림,부산광역시 북구 백양대로 1003,,35.1955368874,128.9935344963,부산광역시 북구청,부산북부경찰서,Y,,4-9m,2022-06-07,35.1955368874128.9935344963
71,유치원,화명금화,부산광역시 북구 화명대로 81-1,,35.2345990876,129.0170979942,부산광역시 북구청,부산북부경찰서,Y,,4-9m,2022-06-07,35.2345990876129.0170979942
72,유치원,화명꿈,부산광역시 북구 금곡대로 359,,35.2406851494,129.0136905956,부산광역시 북구청,부산북부경찰서,Y,,4-9m,2022-06-07,35.2406851494129.0136905956
74,어린이집,꼬마대통령,부산광역시 북구 산성로 68-15,,35.2411288849,129.0208460133,부산광역시 북구청,부산북부경찰서,Y,,4-9m,2022-06-07,35.2411288849129.0208460133
75,어린이집,키즈킹덤,부산광역시 북구 산성로 71,,35.2417411611,129.020757955,부산광역시 북구청,부산북부경찰서,Y,,4-9m,2022-06-07,35.2417411611129.020757955
76,유치원,롯데캐슬카이저,부산광역시 북구 금곡대로 166,,35.2263603201,129.0122101305,부산광역시 북구청,부산북부경찰서,Y,,4-9m,2022-06-07,35.2263603201129.0122101305
77,어린이집,엔젤인,부산광역시 북구 만덕대로290번길 18,,35.2125868336,129.0351162079,부산광역시 북구청,부산북부경찰서,Y,,4-9m,2022-06-07,35.2125868336129.0351162079
78,유치원,만덕자연,부산광역시 북구 만덕1로100번길 14,,35.2141423218,129.0267822743,부산광역시 북구청,부산북부경찰서,Y,,4-9m,2022-06-07,35.2141423218129.0267822743
79,어린이집,한솔,부산광역시 북구 상학산복길 159,,35.2181389619,129.0382916956,부산광역시 북구청,부산북부경찰서,Y,,4-9m,2022-06-07,35.2181389619129.0382916956
80,어린이집,가빈,부산광역시 북구 만덕3로 19-1,,35.2122648182,129.0262186326,부산광역시 북구청,부산북부경찰서,Y,,4-9m,2022-06-07,35.2122648182129.0262186326
81,어린이집,꿈동산,부산광역시 북구 덕천로 369,,35.2097127174,129.0439372114,부산광역시 북구청,부산북부경찰서,Y,,4-9m,2022-06-07,35.2097127174129.0439372114
82,유치원,사랑나무,부산광역시 북구 덕천로276번길 60,,35.2058619958,129.0333265513,부산광역시 북구청,부산북부경찰서,Y,,4-9m,2022-06-07,35.2058619958129.0333265513
83,어린이집,가온누리,부산광역시 북구 만덕1로104번가길 37,,35.2159420523,129.0263504547,부산광역시 북구청,부산북부경찰서,Y,,4-9m,2022-06-07,35.2159420523129.0263504547
84,어린이집,만덕1 어린이집,부산광역시 북구 상학산복길 316,,35.2142541285,129.0381382129,부산광역시 북구청,부산북부경찰서,Y,,4-9m,2022-06-07,35.2142541285129.0381382129
0,어린이집,이화어린이집,부산광역시 사하구 사하로 74-2(감천동),부산광역시 사하구 감천동 803-17,35.088587,128.994957,부산광역시 사하구청,사하경찰서,N,0.0,4,2022-03-25,35.088587128.994957
1,어린이집,대지어린이집,부산광역시 사하구 감천로 67번길 2(감천동),부산광역시 사하구 감천동 636,35.09070448,128.9996875,부산광역시 사하구청,사하경찰서,N,0.0,4,2022-03-25,35.09070448128.9996875
2,어린이집,진성어린이집,부산광역시 사하구 오작로88번길 32(괴정동),부산광역시 사하구 괴정동 352-36,35.100464,129.003632,부산광역시 사하구청,사하경찰서,N,0.0,10,2022-03-25,35.100464129.003632
3,어린이집,다대포어린이집,부산광역시 사하구 윤공단로75번길 22(다대동),부산광역시 사하구 다대동 1030-3,35.058683,128.967382,부산광역시 사하구청,사하경찰서,N,0.0,4,2022-03-25,35.058683128.967382
4,어린이집,다대사랑어린이집,부산광역시 사하구 다대로 617(다대동),부산광역시 사하구 다대동 382-3,35.05161376,128.9715644,부산광역시 사하구청,사하경찰서,N,0.0,15,2022-03-25,35.05161376128.9715644
5,어린이집,기쁜소식어린이집,부산광역시 사하구 다대로381번길 8(다대동),부산광역시 사하구 다대동 93-1,35.068775,128.9789835,부산광역시 사하구청,사하경찰서,N,0.0,15,2022-03-25,35.068775128.9789835
6,어린이집,다송어린이집,부산광역시 사하구 다대로429번길 25(다대동),부산광역시 사하구 다대동 120-28,35.063766,128.9817993,부산광역시 사하구청,사하경찰서,N,0.0,12,2022-03-25,35.063766128.9817993
7,어린이집,바다어린이집,부산광역시 사하구 다송로68번길 32(다대동),부산광역시 사하구 다대동 1577-1,35.06125808,128.9820814,부산광역시 사하구청,사하경찰서,N,0.0,7,2022-03-25,35.06125808128.9820814
8,어린이집,햇님어린이집,부산광역시 사하구 승학로 31번길 1(당리동),부산광역시 사하구 당리동 309-5,35.106979,128.972764,부산광역시 사하구청,사하경찰서,Y,1.0,8,2022-03-25,35.106979128.972764
9,어린이집,아트센터어린이집,부산광역시 사하구 제석로 81(당리동),부산광역시 사하구 당리동 45,35.10760057,128.976228,부산광역시 사하구청,사하경찰서,N,0.0,9,2022-03-25,35.10760057128.976228
10,어린이집,해뜸어린이집,부산광역시 사하구 장림로 179(장림동),부산광역시 사하구 장림동 668,35.082741,128.968766,부산광역시 사하구청,사하경찰서,N,0.0,16,2022-03-25,35.082741128.968766
11,어린이집,YWCA어린이집,부산광역시 사하구 다대로 277번길 96(장림동),부산광역시 사하구 장림동 26-2,35.075733,128.9810851,부산광역시 사하구청,사하경찰서,N,0.0,7,2022-03-25,35.075733128.9810851
12,어린이집,복있는어린이집,부산광역시 사하구 다대로 235(장림동),부산광역시 사하구 장림동 185-18,35.081249,128.977696,부산광역시 사하구청,사하경찰서,N,0.0,8,2022-03-25,35.081249128.977696
13,어린이집,장림(구 사하삼성)어린이집,부산광역시 사하구 장림번영로28번길 33(장림동),부산광역시 사하구 장림동 615-21,35.079165,128.9679306,부산광역시 사하구청,사하경찰서,N,0.0,6,2022-03-25,35.079165128.9679306
14,어린이집,무지개어린이집,부산광역시 사하구 하신중앙로3번길 34(장림동),부산광역시 사하구 장림동 971-3,35.07849421,128.9615817,부산광역시 사하구청,사하경찰서,N,0.0,6,2022-03-25,35.07849421128.9615817
15,어린이집,하단어린이집,부산광역시 사하구 괴정로 6(하단동),부산광역시 사하구 하단동 608-14,35.103943,128.9650945,부산광역시 사하구청,사하경찰서,N,0.0,7,2022-03-25,35.103943128.9650945
16,초등학교,중현초등학교,부산광역시 사하구 다대낙조 2길 8(다대동),부산광역시 사하구 다대동 1550-4,35.05112342,128.9664633,부산광역시 사하구청,사하경찰서,N,0.0,14,2022-03-25,35.05112342128.9664633
17,초등학교,다송초등학교,부산광역시 사하구 다대로 381번길 17(다대동),부산광역시 사하구 다대동 93,35.06932612,128.9798387,부산광역시 사하구청,사하경찰서,N,0.0,8,2022-03-25,35.06932612128.9798387
18,초등학교,다선초등학교,부산광역시 사하구 다송로 57(다대동),부산광역시 사하구 다대동 3,35.0630016,128.9856791,부산광역시 사하구청,사하경찰서,N,0.0,8,2022-03-25,35.0630016128.9856791
19,초등학교,몰운대초등학교,부산광역시 사하구 다대낙조 2길 110(다대동),부산광역시 사하구 다대동 1633,35.05504897,128.963185,부산광역시 사하구청,사하경찰서,N,0.0,10,2022-03-25,35.05504897128.963185
20,초등학교,낙동초등학교,부산광역시 사하구 제석로 41(당리동),부산광역시 사하구 당리동 313-6,35.10548131,128.972348,부산광역시 사하구청,사하경찰서,Y,1.0,7,2022-03-25,35.10548131128.972348
21,초등학교,당리초등학교,부산광역시 사하구 다대로 22번길 12(당리동),부산광역시 사하구 당리동 511,35.09991519,128.9756921,부산광역시 사하구청,사하경찰서,N,0.0,13,2022-03-25,35.09991519128.9756921
22,초등학교,사동초등학교,부산광역시 사하구 승학로 129-2(당리동),부산광역시 사하구 당리동 467-6,35.10450283,128.9806235,부산광역시 사하구청,사하경찰서,N,0.0,6,2022-03-25,35.10450283128.9806235
23,초등학교,신촌초등학교,부산광역시 사하구 다대로 135번길 34-2(신평동),부산광역시 사하구 신평동 39,35.0912092,128.9796992,부산광역시 사하구청,사하경찰서,Y,1.0,6,2022-03-25,35.0912092128.9796992
24,초등학교,신남초등학교,부산광역시 사하구 비봉로 88(하단동),부산광역시 사하구 하단동 870-302,35.09835611,128.9615995,부산광역시 사하구청,사하경찰서,N,0.0,5,2022-03-25,35.09835611128.9615995
25,초등학교,보림초등학교,부산광역시 사하구 장림로 161번길 20(장림동),부산광역시 사하구 장림동 1137,35.08401561,128.9674324,부산광역시 사하구청,사하경찰서,N,0.0,7,2022-03-25,35.08401561128.9674324
26,유치원,하남초등학교 병설유치원,부산광역시 사하구 하신번영로 186(하단동),부산광역시 사하구 하단동 1181-25,35.09953083,128.960002,부산광역시 사하구청,사하경찰서,N,0.0,5,2022-03-25,35.09953083128.960002
27,특수학교,부산천사의학교,부산광역시 사하구 오작로88번길 30(괴정동),부산광역시 사하구 괴정동 352-116,35.10072107,129.0036736,부산광역시 사하구청,사하경찰서,N,0.0,8,2022-03-25,35.10072107129.0036736
28,어린이집,감천파랑새어린이집,부산광역시 사하구 감천로73번길 8(감천동),부산광역시 사하구 감천동 500-102,35.089977,129.0004764,부산광역시 사하구청,사하경찰서,N,0.0,6,2022-03-25,35.089977129.0004764
29,초등학교,장림초등학교,부산광역시 사하구 장림번영로 103번길 10(장림동),부산광역시 사하구 장림동 182,35.08216968,128.9765357,부산광역시 사하구청,사하경찰서,N,0.0,11,2022-03-25,35.08216968128.9765357
30,초등학교,효림초등학교,부산광역시 사하구 장평로 106(장림동),부산광역시 사하구 장림동 394,35.07537835,128.9741005,부산광역시 사하구청,사하경찰서,N,0.0,16,2022-03-25,35.07537835128.9741005
31,초등학교,하단초등학교,부산광역시 사하구 하신중앙로 321(하단동),부산광역시 사하구 하단동 593-1,35.10545869,128.9648641,부산광역시 사하구청,사하경찰서,N,0.0,8,2022-03-25,35.10545869128.9648641
32,초등학교,을숙도초등학교,부산광역시 사하구 낙동대로 581(하단동),부산광역시 사하구 하단동 1217-2,35.1155457,128.9612457,부산광역시 사하구청,사하경찰서,N,0.0,15,2022-03-25,35.1155457128.9612457
33,초등학교,신평초등학교,부산광역시 사하구 장평로 299번 안길 19(신평동),부산광역시 사하구 신평동 226,35.09434158,128.9715269,부산광역시 사하구청,사하경찰서,N,0.0,6,2022-03-25,35.09434158128.9715269
34,유치원,한빛유치원,부산광역시 사하구 감천로 182(감천동),부산광역시 사하구 감천동 199-2,35.08351404,129.0089995,부산광역시 사하구청,사하경찰서,N,0.0,7,2022-03-25,35.08351404129.0089995
35,유치원,제일성광유치원,부산광역시 사하구 옥천로 87(감천동),부산광역시 사하구 감천동 12-108,35.09415087,129.0096968,부산광역시 사하구청,사하경찰서,N,0.0,8,2022-03-25,35.09415087129.0096968
36,초등학교,감천초등학교,부산광역시 사하구 원양로 368-2(감천동),부산광역시 사하구 감천동 212,35.08257432,129.0071938,부산광역시 사하구청,사하경찰서,Y,1.0,6,2022-03-25,35.08257432129.0071938
37,초등학교,서천초등학교,부산광역시 사하구 감천로 105번길 10(감천동),부산광역시 사하구 감천동 506-1,35.08874312,129.0038585,부산광역시 사하구청,사하경찰서,N,0.0,3,2022-03-25,35.08874312129.0038585
38,초등학교,옥천초등학교,부산광역시 사하구 사하로 134(감천동),부산광역시 사하구 감천동 824,35.09388531,128.9936908,부산광역시 사하구청,사하경찰서,N,0.0,16,2022-03-25,35.09388531128.9936908
39,초등학교,사하초등학교,부산광역시 사하구 낙동대로 266(괴정동),부산광역시 사하구 괴정동 775,35.09991222,128.9868987,부산광역시 사하구청,사하경찰서,N,0.0,9,2022-03-25,35.09991222128.9868987
40,초등학교,괴정초등학교,부산광역시 사하구 낙동대로 152(괴정동),부산광역시 사하구 괴정동 230,35.10376327,128.9997565,부산광역시 사하구청,사하경찰서,N,0.0,8,2022-03-25,35.10376327128.9997565
41,초등학교,승학초등학교,부산광역시 사하구 낙동대로 135번길 55(괴정동),부산광역시 사하구 괴정동 354-111,35.10214411,129.0032874,부산광역시 사하구청,사하경찰서,N,0.0,8,2022-03-25,35.10214411129.0032874
42,초등학교,사남초등학교,부산광역시 사하구 장평로 390(괴정동),부산광역시 사하구 괴정동 1206-9,35.096081,128.9830509,부산광역시 사하구청,사하경찰서,Y,1.0,11,2022-03-25,35.096081128.9830509
43,초등학교,구평초등학교,부산광역시 사하구 사하로 9(구평동),부산광역시 사하구 구평동 24-19,35.08661915,128.9890232,부산광역시 사하구청,사하경찰서,N,0.0,15,2022-03-25,35.08661915128.9890232
44,초등학교,다대초등학교,부산광역시 사하구 다대로 499(다대동),부산광역시 사하구 다대동 270,35.05968084,128.9757961,부산광역시 사하구청,사하경찰서,N,0.0,4,2022-03-25,35.05968084128.9757961
45,초등학교,응봉초등학교,부산광역시 사하구 다대낙조2길 26(다대동),부산광역시 사하구 다대동 1549-4,35.05283988,128.9650929,부산광역시 사하구청,사하경찰서,N,0.0,11,2022-03-25,35.05283988128.9650929
46,유치원,꿈동산유치원,부산광역시 사하구 승학로 239번길 1(괴정동),부산광역시 사하구 괴정동 1051-10,35.10259425,128.990489,부산광역시 사하구청,사하경찰서,N,0.0,5,2022-03-25,35.10259425128.990489
47,유치원,아이뜰유치원,부산광역시 사하구 사하로 141번길 77(괴정동),부산광역시 사하구 괴정동 537-11,35.095142,128.988752,부산광역시 사하구청,사하경찰서,N,0.0,8,2022-03-25,35.095142128.988752
48,유치원,즐거운루다(구 아하)유치원,부산광역시 사하구 대티로 49(괴정동),부산광역시 사하구 괴정동 196-5,35.10611666,129.004592,부산광역시 사하구청,사하경찰서,N,0.0,9,2022-03-25,35.10611666129.004592
49,유치원,괴정유치원,부산광역시 사하구 낙동대로 189번길 54(괴정동),부산광역시 사하구 괴정동 418-29,35.09871186,128.9969318,부산광역시 사하구청,사하경찰서,N,0.0,8,2022-03-25,35.09871186128.9969318
50,유치원,괴정중앙유치원,부산광역시 사하구 사하로198번길 41(괴정동),부산광역시 사하구 괴정동 431-11,35.100357,128.9958155,부산광역시 사하구청,사하경찰서,N,0.0,4,2022-03-25,35.100357128.9958155
52,유치원,동주대학부속유치원,부산광역시 사하구 사리로55번길 13(괴정동),부산광역시 사하구 괴정동 240-1,35.105138,128.997484,부산광역시 사하구청,사하경찰서,N,0.0,7,2022-03-25,35.105138128.997484
53,유치원,햇살내리는유치원,부산광역시 사하구 승학로 179-1(괴정동),부산광역시 사하구 괴정동 764-168,35.100942,128.9852037,부산광역시 사하구청,사하경찰서,N,0.0,9,2022-03-25,35.100942128.9852037
54,유치원,하늘꽃유치원,부산광역시 사하구 다대낙조2길 70(다대동),부산광역시 사하구 다대동 1549,35.05210597,128.9611166,부산광역시 사하구청,사하경찰서,N,0.0,12,2022-03-25,35.05210597128.9611166
55,유치원,호산나유치원,부산광역시 사하구 다대로 595(다대동),부산광역시 사하구 다대동 621-1,35.05340405,128.9711997,부산광역시 사하구청,사하경찰서,N,0.0,8,2022-03-25,35.05340405128.9711997
56,유치원,롯데캐슬유치원,부산광역시 사하구 다대낙조2길 3(다대동),부산광역시 사하구 다대동 1630,35.05039058,128.9658627,부산광역시 사하구청,사하경찰서,N,0.0,8,2022-03-25,35.05039058128.9658627
57,유치원,블루롯데(구 로뎀)유치원,부산광역시 사하구 다송로 13-3(다대동),부산광역시 사하구 다대동 86-4,35.066199,128.981792,부산광역시 사하구청,사하경찰서,N,0.0,7,2022-03-25,35.066199128.981792
58,유치원,큰별삼환유치원,부산광역시 사하구 다대로429번길 20(다대동),부산광역시 사하구 다대동 120-10,35.0617594,128.9816244,부산광역시 사하구청,사하경찰서,N,0.0,12,2022-03-25,35.0617594128.9816244
59,유치원,큰별숲유치원,부산광역시 사하구 다대로 473(다대동),부산광역시 사하구 다대동 120-1,35.06147996,128.9793116,부산광역시 사하구청,사하경찰서,N,0.0,4,2022-03-25,35.06147996128.9793116
60,유치원,아름빛유치원,부산광역시 사하구 다대동로 74(다대동),부산광역시 사하구 다대동 216,35.058058,128.9756293,부산광역시 사하구청,사하경찰서,N,0.0,7,2022-03-25,35.058058128.9756293
61,유치원,봄봄의뜰유치원,부산광역시 사하구 다대로 438(다대동),부산광역시 사하구 다대동 113-10,35.063874,128.978636,부산광역시 사하구청,사하경찰서,N,0.0,4,2022-03-25,35.063874128.978636
62,유치원,푸르네유치원,부산광역시 사하구 윤공단로 124(다대동),부산광역시 사하구 다대동 927-1,35.06141862,128.972418,부산광역시 사하구청,사하경찰서,N,0.0,13,2022-03-25,35.06141862128.972418
63,어린이집,풀잎어린이집,부산광역시 사하구 승학로 80(당리동),부산광역시 사하구 당리동 320-4,35.103966,128.9764389,부산광역시 사하구청,사하경찰서,N,0.0,7,2022-03-25,35.103966128.9764389
64,유치원,참사랑유치원,부산광역시 사하구 다대로 52(괴정동),부산광역시 사하구 당리동 540-3,35.097899,128.9772561,부산광역시 사하구청,사하경찰서,N,0.0,24,2022-03-25,35.097899128.9772561
65,유치원,호돌유치원,부산광역시 사하구 제석로95번길 99(당리동),부산광역시 사하구 당리동 39-9,35.11089794,128.9757467,부산광역시 사하구청,사하경찰서,N,0.0,6,2022-03-25,35.11089794128.9757467
66,유치원,봉우리유치원,부산광역시 사하구 신산북로43번길 55(신평동),부산광역시 사하구 신평동 214,35.09292664,128.970746,부산광역시 사하구청,사하경찰서,N,0.0,4,2022-03-25,35.09292664128.970746
67,유치원,항도유치원,부산광역시 사하구 다대로116번길 54(신평동),부산광역시 사하구 신평동 128-6,35.093325,128.976937,부산광역시 사하구청,사하경찰서,N,0.0,3,2022-03-25,35.093325128.976937
68,유치원,신익유치원,부산광역시 사하구 비봉로 36(신평동),부산광역시 사하구 신평동 409-13,35.097261,128.9649993,부산광역시 사하구청,사하경찰서,N,0.0,11,2022-03-25,35.097261128.9649993
69,유치원,하늘유치원,부산광역시 사하구 하신중앙로 170(신평동),부산광역시 사하구 신평동 400,35.09384639,128.9642827,부산광역시 사하구청,사하경찰서,N,0.0,14,2022-03-25,35.09384639128.9642827
70,유치원,제일유치원(휴원),부산광역시 사하구 장림번영로28번길 44-1,부산광역시 사하구 장림동 853,35.07910815,128.9670734,부산광역시 사하구청,사하경찰서,N,0.0,1,2022-03-25,35.07910815128.9670734
71,유치원,목화유치원,부산광역시 사하구 장평로133번길 40-1(장림동),부산광역시 사하구 장림동 606-2,35.07805779,128.9711525,부산광역시 사하구청,사하경찰서,N,0.0,16,2022-03-25,35.07805779128.9711525
73,유치원,지산유치원,부산광역시 사하구 장평로 117-4(장림동),부산광역시 사하구 장림동 597,35.076235,128.972297,부산광역시 사하구청,사하경찰서,N,0.0,16,2022-03-25,35.076235128.972297
74,유치원,한림가락유치원,부산광역시 사하구 하신중앙로 265(하단동),부산광역시 사하구 하단동 1176,35.09992771,128.9584854,부산광역시 사하구청,사하경찰서,N,0.0,8,2022-03-25,35.09992771128.9584854
75,유치원,백조유치원,부산광역시 사하구 낙동남로1357번길 11(하단동),부산광역시 사하구 하단동 870-235,35.107139,128.9598945,부산광역시 사하구청,사하경찰서,N,0.0,5,2022-03-25,35.107139128.9598945
76,유치원,미엘(구 가락강변)유치원,부산광역시 사하구 하신번영로 365(하단동),부산광역시 사하구 하단동 1161-2,35.11029776,128.9585361,부산광역시 사하구청,사하경찰서,N,0.0,12,2022-03-25,35.11029776128.9585361
77,유치원,길메리유치원,부산광역시 사하구 하신번영로328번길 26(하단동),부산광역시 사하구 하단동 503-6,35.10964924,128.9607447,부산광역시 사하구청,사하경찰서,N,0.0,9,2022-03-25,35.10964924128.9607447
78,유치원,햇빛유치원,부산광역시 사하구 승학로229번길 11(괴정동),부산광역시 사하구 괴정동 1066-1,35.10190831,128.989324,부산광역시 사하구청,사하경찰서,N,0.0,6,2022-03-25,35.10190831128.989324
79,유치원,우리아이유치원,부산광역시 사하구 다대로 277번길 132,부산광역시 사하구 장림동 12,35.076051,128.9831998,부산광역시 사하구청,사하경찰서,N,0.0,8,2022-03-25,35.076051128.9831998
80,유치원,꿈누리유치원,부산광역시 사하구 두송로 26번길 62(장림동),부산광역시 사하구 장림동 24,35.07658886,128.9801107,부산광역시 사하구청,사하경찰서,N,0.0,8,2022-03-25,35.07658886128.9801107
81,유치원,예그랑유치원,부산광역시 사하구 다대로 620(다대동),부산광역시 사하구 다대동 948-1,35.05135584,128.9701335,부산광역시 사하구청,사하경찰서,N,0.0,9,2022-03-25,35.05135584128.9701335
82,유치원,메이플유치원,부산광역시 사하구 윤공단로 17번길 83,부산광역시 사하구 다대동 1551-21,35.05531879,128.9660554,부산광역시 사하구청,사하경찰서,N,0.0,6,2022-03-25,35.05531879128.9660554
88,어린이집,효원어린이집,부산광역시 사하구 괴정로 267(괴정동),부산광역시 사하구 괴정동531-11,35.09704086,128.990576,부산광역시 사하구청,사하경찰서,N,0.0,6,2022-03-25,35.09704086128.990576
0,어린이집,BR스쿨어린이집,부산광역시 동래구 쇠미로27번길 10 (사직동) BR스쿨어린이집,부산광역시 동래구 사직동 981-7,35.19672651,129.0533438,부산광역시 동래구,동래경찰서,Y,1.0,22,2022-05-13,35.19672651129.0533438
1,유치원,SK뜰에유치원,"부산광역시 동래구 충렬대로 487 (안락동, 안락 SK아파트) SK뜰에유치원",부산광역시 동래구 안락동 472-57,35.19481646,129.1118476,부산광역시 동래구,동래경찰서,N,,12,2022-05-13,35.19481646129.1118476
2,초등학교,교동초등학교,부산광역시 동래구 시실로 73-13 (명륜동) 교동초등학교,부산광역시 동래구 명륜동 105-1,35.21545808,129.0921765,부산광역시 동래구,동래경찰서,Y,1.0,12,2022-05-13,35.21545808129.0921765
4,초등학교,금강초등학교,부산광역시 동래구 사직북로28번길 125 (온천동) 금강초등학교,부산광역시 동래구 온천동 1263,35.2031347,129.0641112,부산광역시 동래구,동래경찰서,Y,5.0,31,2022-05-13,35.2031347129.0641112
5,초등학교,낙민초등학교,부산광역시 동래구 충렬대로272번길 34 (낙민동) 낙민초등학교,부산광역시 동래구 낙민동 303,35.19942578,129.088343,부산광역시 동래구,동래경찰서,Y,5.0,18,2022-05-13,35.19942578129.088343
7,초등학교,내산초등학교,부산광역시 동래구 중앙대로1335번길 38 (온천동) 내산초등학교,부산광역시 동래구 온천동 700-1,35.20735793,129.0766352,부산광역시 동래구,동래경찰서,Y,4.0,9,2022-05-13,35.20735793129.0766352
8,초등학교,내성초등학교,부산광역시 동래구 동래로 173 (복천동) 내성초등학교,부산광역시 동래구 복천동 72,35.20461583,129.0897914,부산광역시 동래구,동래경찰서,Y,1.0,12,2022-05-13,35.20461583129.0897914
9,유치원,내성초등학교병설유치원,부산광역시 동래구 동래로 173 (복천동) 내성초등학교병설유치원,부산광역시 동래구 복천동 72,35.20461583,129.0897374,부산광역시 동래구,동래경찰서,N,,12,2022-05-13,35.20461583129.0897374
10,유치원,느티나무유치원,부산광역시 동래구 온천천로453번길 6 (안락동) 느티나무유치원,부산광역시 동래구 안락동 221-7,35.19155774,129.1028193,부산광역시 동래구,동래경찰서,Y,3.0,9,2022-05-13,35.19155774129.1028193
11,초등학교,달북초등학교,부산광역시 동래구 쇠미로 131 (온천동) 달북초등학교,부산광역시 동래구 온천동 1608-2,35.20357435,129.0599975,부산광역시 동래구,동래경찰서,Y,2.0,20,2022-05-13,35.20357435129.0599975
12,유치원,동래유치원,부산광역시 동래구 동래로152번가길 21-9 (칠산동) 동래유치원,부산광역시 동래구 칠산동 246,35.20316736,129.088301,부산광역시 동래구,동래경찰서,Y,1.0,8,2022-05-13,35.20316736129.088301
13,유치원,럭키동래유치원,부산광역시 동래구 중앙대로1367번길 85 (온천동) 럭키동래유치원,부산광역시 동래구 온천동 707-4,35.2100912,129.0734827,부산광역시 동래구,동래경찰서,N,,20,2022-05-13,35.2100912129.0734827
14,초등학교,명동초등학교,부산광역시 동래구 명장로63번길 60-5 (명장동) 명동초등학교,부산광역시 동래구 명장동 433-2,35.20759141,129.1062471,부산광역시 동래구,동래경찰서,N,,9,2022-05-13,35.20759141129.1062471
15,유치원,명륜자연유치원,부산광역시 동래구 명륜로250번길 43 (명륜동) 명륜자연유치원,부산광역시 동래구 명륜동 32-71,35.21515222,129.0870207,부산광역시 동래구,동래경찰서,N,,5,2022-05-13,35.21515222129.0870207
16,초등학교,명륜초등학교,부산광역시 동래구 동래로 91 (명륜동) 명륜초등학교,부산광역시 동래구 명륜동 228,35.20803548,129.0832699795,부산광역시 동래구,동래경찰서,Y,3.0,20,2022-05-13,35.20803548129.0832699795
17,초등학교,명서초등학교,부산광역시 동래구 명서로 121 (명장동) 명서초등학교,부산광역시 동래구 명장동 502-1,35.21207663,129.1008778,부산광역시 동래구,동래경찰서,N,,18,2022-05-13,35.21207663129.1008778
18,초등학교,명장초등학교,부산광역시 동래구 복천로 121 (명장동) 명장초등학교,부산광역시 동래구 명장동 273-1,35.20819025,129.0965594,부산광역시 동래구,동래경찰서,Y,1.0,13,2022-05-13,35.20819025129.0965594
19,초등학교,미남초등학교,부산광역시 동래구 충렬대로100번길 83 (온천동) 미남초등학교,부산광역시 동래구 온천동 1460-1,35.20368445,129.0728408,부산광역시 동래구,동래경찰서,Y,3.0,9,2022-05-13,35.20368445129.0728408
20,유치원,법륜유치원,부산광역시 동래구 동래로 160 (칠산동) 법륜유치원,부산광역시 동래구 칠산동 239-10,35.20358527,129.0879172,부산광역시 동래구,동래경찰서,Y,2.0,15,2022-05-13,35.20358527129.0879172
21,어린이집,부산경찰청직장어린이집,부산광역시 동래구 쇠미로17번길 8 (사직동) 부산경찰청어린이집,부산광역시 동래구 사직동 981-62,35.19585803,129.0534731,부산광역시 동래구,동래경찰서,N,,16,2022-05-13,35.19585803129.0534731
22,특수학교,부산맹학교,부산광역시 동래구 충렬사로67번길 56 (명장동) 부산맹학교,부산광역시 동래구 명장동 263-5,35.20686112,129.0970552,부산광역시 동래구,동래경찰서,N,,10,2022-05-13,35.20686112129.0970552
23,유치원,쁘띠쁘아유치원,부산광역시 동래구 쇠미로129번길 102-13 (온천동) 쁘띠쁘아유치원,부산광역시 동래구 온천동 1657-7,35.20713307,129.0577378,부산광역시 동래구,동래경찰서,N,,6,2022-05-13,35.20713307129.0577378
