"시설종류",대상시설명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자
"유치원",푸른유치원,부산광역시 해운대구 세실로 19,부산광역시 해운대구 좌동 1333,35.16739639,129.1794388,부산광역시 해운대구,부산광역시 해운대경찰서,Y,,16~26,2022-03-21
"유치원",풀꽃유치원,부산광역시 해운대구 선수촌로 122,부산광역시 해운대구 반여동 1638,35.20386972,129.1216813,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,7~9,2022-03-21
"어린이집",풀빛어린이집,부산광역시 해운대구 선수촌로78번길 17-5,부산광역시 해운대구 반여동 1446-1,35.20107662,129.1200088,부산광역시 해운대구,부산광역시 해운대경찰서,Y,,6~10,2022-03-21
"유치원",하늘숲유치원,부산광역시 해운대구 송정중앙로15번길 107,부산광역시 해운대구 송정동 199-21,35.187666,129.2051117,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,5,2022-03-21
"유치원",한일유치원,부산광역시 해운대구 대천로 56,부산광역시 해운대구 좌동 1274,35.17258205,129.1712847,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,5~10,2022-03-21
"유치원",해강유치원,부산광역시 해운대구 해운대해변로 87,부산광역시 해운대구 우동 994-1,35.16176438,129.143163,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,11,2022-03-21
"초등학교",해강초교,부산광역시 해운대구 해운대해변로 73,부산광역시 해운대구 우동 1005-19,35.16215428,129.1417217,부산광역시 해운대구,부산광역시 해운대경찰서,Y,2,18.5~20,2022-03-21
"초등학교",해동초교,부산광역시 해운대구 우동1로 104,부산광역시 해운대구 우동 345-1,35.170376,129.1554473,부산광역시 해운대구,부산광역시 해운대경찰서,Y,3,5,2022-03-21
"유치원",해뜨는유치원,부산광역시 해운대구 청사포로 27,부산광역시 해운대구 좌동 1448,35.16652076,129.1864212,부산광역시 해운대구,부산광역시 해운대경찰서,Y,,10~20,2022-03-21
"초등학교",해림초교,부산광역시 해운대구 해운대로469번길 42,부산광역시 해운대구 우동 1025-11,35.165072,129.1438995,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,7~9.5,2022-03-21
"유치원",해성유치원,부산광역시 해운대구 중동2로 20-3,부산광역시 해운대구 중동 1373-1,35.16391269,129.1645423,부산광역시 해운대구,부산광역시 해운대경찰서,Y,,9~26,2022-03-21
"초등학교",해송초교,부산광역시 해운대구 좌동순환로402번길 32,부산광역시 해운대구 좌동 1338,35.16424492,129.179501,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,16~26,2022-03-21
"유치원",해운대유치원,부산광역시 해운대구 재송1로26번길 27,부산광역시 해운대구 재송동 1073-28,35.18662108,129.1223378,부산광역시 해운대구,부산광역시 해운대경찰서,Y,2,4~7,2022-03-21
"유치원",해운대자연유치원,부산광역시 해운대구 대천로103번길 61,부산광역시 해운대구 좌동 1398,35.18066759,129.1738662,부산광역시 해운대구,부산광역시 해운대경찰서,Y,,12~12.5,2022-03-21
"초등학교",해운대초교,부산광역시 해운대구 중동2로24번길 30,부산광역시 해운대구 중동동 1234,35.16490791,129.1656509,부산광역시 해운대구,부산광역시 해운대경찰서,Y,3,9~26,2022-03-21
"어린이집",해운대푸른어린이집,부산광역시 해운대구 세실로 7,부산광역시 해운대구 좌동 1331,35.16539442,129.179719,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,13.3,2022-03-21
"초등학교",해원초교,부산광역시 해운대구 마린시티2로 10,부산광역시 해운대구 우동 1405-4,35.15882007,129.1439605,부산광역시 해운대구,부산광역시 해운대경찰서,Y,2,17,2022-03-21
"어린이집",효원어린이집,부산광역시 해운대구 세실로 158,부산광역시 해운대구 좌동 1412,35.17818274,129.1787522,부산광역시 해운대구,부산광역시 해운대경찰서,Y,1,6.5,2022-03-21
